SI_NO,SKU_Codes,Brand_Name,Item_name,Category,Quantities,UQC,ordered_unit,family_key
778.0,SAR-ORG-FRU-300ML,sargento,fruit jam,organic,300 ml,ML,jars,sargento fruit jam
779.0,IDF-IMP-MAY-400G,id fresh,mayonnaise,imported,400 gm,GM,packets,id fresh mayonnaise
780.0,ORG-SPE-TOR-2LB,organic valley,tortilla chips,specialty,2 lb,LB,packets,organic valley tortilla chips
781.0,ANA-DAI-PRE-500ML,ananda,pretzel sticks,dairy,500 ml,ML,packets,ananda pretzel sticks
782.0,SEA-OIL-WHI-1LTR,seara,whipping cream,oil,1 ltr,LTR,packets,seara whipping cream
783.0,REA-SNA-SUG-100GM,real thai,sugar substitute,snacks,100 gm ,GM,packets,real thai sugar substitute
784.0,BAR-SPI-ICI-200GM,barilla,icing sugar,spices,200 gm,GM,packets,barilla icing sugar
785.0,BLU-BEV-PER-1KG,blue diamond,peri peri sauce,beverage,1 kg,KG,packets,blue diamond peri peri sauce
786.0,NAT-FRO-COL-6PCS,nature valley,cold brew coffee,frozen,6 pcs,PCS,jars,nature valley cold brew coffee
787.0,FER-CON-GRE-750ML,ferrero,greek yogurt,condiments,750 ml,ML,packets,ferrero greek yogurt
788.0,NES-SAU-FRO-300ML,nestlé gold,frozen cake,sauces,300 ml,ML,packets,nestlé gold frozen cake
789.0,GOD-CER-MEA-400GM,godiva,meat substitute,cereal,400 gm,GM,packets,godiva meat substitute
790.0,LIP-PRO-VEG-2LB,lipton,vegan spread,protein,2 lb,LB,packets,lipton vegan spread
791.0,TWI-BAK-PEA-500ML,twinings,peanut butter,baking,500 ml,ML,packets,twinings peanut butter
792.0,ORE-SOF-OAT-1LTR,oreo mini,oats,soft drink,1 ltr,LTR,packets,oreo mini oats
793.0,FAN-ORG-PRE-100GM,fanta,premium atta,organic,100 gm,GM,packets,fanta premium atta
794.0,MOU-IMP-CHA-200GM,mountain dew,chai latte,imported,200 gm,GM,packets,mountain dew chai latte
795.0,RED-SPE-FRE-1KG,red bull,fresh cream,specialty,1 kg,KG,packets,red bull fresh cream
796.0,PIP-DAI-SOF-6PCS,pipers,soft drink,dairy,6 pcs,PCS,bottles,pipers soft drink
797.0,TIL-OIL-PRO-750ML,tilda,protein shake,oil,750 ml,ML,packets,tilda protein shake
798.0,HEE-SNA-CHO-300ML,heera,chocolate spread,snacks,300 ml,ML,packs,heera chocolate spread
799.0,LIN-SPI-WHO-400GM,lindt,whole wheat flour,spices,400 gm,GM,packets,lindt whole wheat flour
800.0,SMU-BEV-KIW-2LB,smucker's,kiwi juice,beverage,2 lb,LB,bottles,smucker's kiwi juice
801.0,HEL-FRO-ALM-500ML,hellmann's,almond milk,frozen,500 ml,ML,packets,hellmann's almond milk
802.0,ELP-CON-SOY-1LTR,el paso,soy milk,condiments,1 ltr,LTR,packets,el paso soy milk
803.0,SNY-SAU-COC-100GM,snyder's,coconut cream,sauces,100 gm,GM,packets,snyder's coconut cream
804.0,TRO-CER-CHI-200GM,tropolite,chicken wings,cereal,200 gm,GM,packets,tropolite chicken wings
805.0,SWE-PRO-OLI-1KG,sweet'n low,olive tapenade,protein,1 kg,KG,packets,sweet'n low olive tapenade
806.0,BET-BAK-PAS-6PCS,bettys,pasta sauce,baking,6 pcs,PCS,packets,bettys pasta sauce
807.0,NAN-SOF-RIC-750ML,nando's,rice crackers,soft drink,750 ml,ML,bags,nando's rice crackers
808.0,MCC-ORG-HAZ-300ML,mccafe,hazelnut spread,organic,300 ml,ML,packets,mccafe hazelnut spread
809.0,FOL-IMP-PRE-400GM,folgers,premium tea,imported,400 gm,GM,packets,folgers premium tea
810.0,HÄA-SPE-GRE-2LB,häagen-dazs,green tea,specialty,2 lb,LB,packets,häagen-dazs green tea
811.0,DRO-DAI-MIN-500ML,dr. oetker,mini biscuits,dairy,500 ml,ML,packs,dr. oetker mini biscuits
812.0,PLA-OIL-ORA-1LTR,planet oat,orange soda,oil,1 ltr,LTR,packets,planet oat orange soda
813.0,BEY-SNA-ENE-100GM,beyond meat,energy drink,snacks,100 gm,GM,packets,beyond meat energy drink
814.0,JUS-SPI-GOU-200GM,just mayo,gourmet crisps,spices,200 gm,GM,packets,just mayo gourmet crisps
815.0,JIF-BEV-JAS-1KG,jif,jasmine rice,beverage,1 kg,KG,bags,jif jasmine rice
816.0,BOB-FRO-WHO-6PCS,bob's red mill,whole spices,frozen,6 pcs,PCS,packets,bob's red mill whole spices
817.0,ANN-CON-DAR-750ML,annapurna,dark chocolate,condiments,750 ml,ML,packs,annapurna dark chocolate
818.0,TET-SAU-FRU-300ML,tetley,fruit jam,sauces,300 ml,ML,jars,tetley fruit jam
819.0,RED-CER-MAY-400GM,red cow,mayonnaise,cereal,400 gm,GM,packets,red cow mayonnaise
820.0,DRP-PRO-TOR-2LB,dr pepper,tortilla chips,protein,2 lb,LB,packets,dr pepper tortilla chips
821.0,SUN-BAK-PRE-500ML,sunfeast gold,pretzel sticks,baking,500 ml,ML,packets,sunfeast gold pretzel sticks
822.0,SUN-SOF-WHI-1LTR,sun orchard,whipping cream,soft drink,1 ltr,LTR,packets,sun orchard whipping cream
823.0,BAR-ORG-SUG-100G,barbican,sugar substitute,organic,100 g,GM,packets,barbican sugar substitute
824.0,HAR-IMP-ICI-200G,haribo,icing sugar,imported,200 g,GM,packets,haribo icing sugar
825.0,PIL-SPE-PER-1KG,pillsbury dough,peri peri sauce,specialty,1 kg,KG,packets,pillsbury dough peri peri sauce
826.0,STO-DAI-COL-6PCS,stonyfield,cold brew coffee,dairy,6 pcs,PCS,jars,stonyfield cold brew coffee
827.0,SAR-OIL-GRE-750ML,sargento,greek yogurt,oil,750 ml,ML,packets,sargento greek yogurt
828.0,IDF-SNA-FRO-300ML,id fresh,frozen cake,snacks,300 ml,ML,packets,id fresh frozen cake
829.0,ORG-SPI-MEA-400GM,organic valley,meat substitute,spices,400 gm,GM,packets,organic valley meat substitute
830.0,ANA-BEV-VEG-2LB,ananda,vegan spread,beverage,2 lb,LB,packets,ananda vegan spread
831.0,SEA-FRO-PEA-500ML,seara,peanut butter,frozen,500 ml,ML,packets,seara peanut butter
832.0,REA-CON-OAT-1LTR,real thai,oats,condiments,1 ltr,LTR,packets,real thai oats
833.0,BAR-SAU-PRE-100GM,barilla,premium atta,sauces,100 gm,GM,packets,barilla premium atta
834.0,BLU-CER-CHA-200GM,blue diamond,chai latte,cereal,200 gm,GM,packets,blue diamond chai latte
835.0,NAT-PRO-FRE-1KG,nature valley,fresh cream,protein,1 kg,KG,packets,nature valley fresh cream
836.0,FER-BAK-SOF-6PCS,ferrero,soft drink,baking,6 pcs,PCS,bottles,ferrero soft drink
837.0,NES-SOF-PRO-750ML,nestlé gold,protein shake,soft drink,750 ml,ML,packets,nestlé gold protein shake
838.0,GOD-ORG-CHO-300ML,godiva,chocolate spread,organic,300 ml,ML,packs,godiva chocolate spread
839.0,LIP-IMP-WHO-400GM,lipton,whole wheat flour,imported,400 gm,GM,packets,lipton whole wheat flour
840.0,TWI-SPE-KIW-2LB,twinings,kiwi juice,specialty,2 lb,LB,bottles,twinings kiwi juice
841.0,ORE-DAI-ALM-500ML,oreo mini,almond milk,dairy,500 ml,ML,packets,oreo mini almond milk
842.0,FAN-OIL-SOY-1LTR,fanta,soy milk,oil,1 ltr,LTR,packets,fanta soy milk
843.0,MOU-SNA-COC-100GM,mountain dew,coconut cream,snacks,100 gm,GM,packets,mountain dew coconut cream
844.0,RED-SPI-CHI-200GM,red bull,chicken wings,spices,200 gm,GM,packets,red bull chicken wings
845.0,PIP-BEV-OLI-1KG,pipers,olive tapenade,beverage,1 kg,KG,packets,pipers olive tapenade
846.0,TIL-FRO-PAS-6PCS,tilda,pasta sauce,frozen,6 pcs,PCS,packets,tilda pasta sauce
847.0,HEE-CON-RIC-750ML,heera,rice crackers,condiments,750 ml,ML,bags,heera rice crackers
848.0,LIN-SAU-HAZ-300ML,lindt,hazelnut spread,sauces,300 ml,ML,packets,lindt hazelnut spread
849.0,SMU-CER-PRE-400GM,smucker's,premium tea,cereal,400 gm,GM,packets,smucker's premium tea
850.0,HEL-PRO-GRE-2LB,hellmann's,green tea,protein,2 lb,LB,packets,hellmann's green tea
851.0,ELP-BAK-MIN-500ML,el paso,mini biscuits,baking,500 ml,ML,packs,el paso mini biscuits
852.0,SNY-SOF-ORA-1LTR,snyder's,orange soda,soft drink,1 ltr,LTR,packets,snyder's orange soda
853.0,TRO-ORG-ENE-100GM,tropolite,energy drink,organic,100 gm,GM,packets,tropolite energy drink
854.0,SWE-IMP-GOU-200GM,sweet'n low,gourmet crisps,imported,200 gm,GM,packets,sweet'n low gourmet crisps
855.0,BET-SPE-JAS-1KG,bettys,jasmine rice,specialty,1 kg,KG,bags,bettys jasmine rice
856.0,NAN-DAI-WHO-6PCS,nando's,whole spices,dairy,6 pcs,PCS,packets,nando's whole spices
857.0,MCC-OIL-DAR-750ML,mccafe,dark chocolate,oil,750 ml,ML,packs,mccafe dark chocolate
858.0,FOL-SNA-FRU-300ML,folgers,fruit jam,snacks,300 ml,ML,jars,folgers fruit jam
859.0,HÄA-SPI-MAY-400GM,häagen-dazs,mayonnaise,spices,400 gm,GM,packets,häagen-dazs mayonnaise
860.0,DRO-BEV-TOR-2LB,dr. oetker,tortilla chips,beverage,2 lb,LB,packets,dr. oetker tortilla chips
861.0,PLA-FRO-PRE-500ML,planet oat,pretzel sticks,frozen,500 ml,ML,packets,planet oat pretzel sticks
862.0,BEY-CON-WHI-1LTR,beyond meat,whipping cream,condiments,1 ltr,LTR,packets,beyond meat whipping cream
863.0,JUS-SAU-SUG-100GM,just mayo,sugar substitute,sauces,100 gm,GM,packets,just mayo sugar substitute
864.0,JIF-CER-ICI-200G,jif,icing sugar,cereal,200 gm,GM,packets,jif icing sugar
865.0,BOB-PRO-PER-1KG,bob's red mill,peri peri sauce,protein,1 kg,KG,packets,bob's red mill peri peri sauce
866.0,ANN-BAK-COL-6PCS,annapurna,cold brew coffee,baking,6 pcs,PCS,jars,annapurna cold brew coffee
867.0,TET-SOF-GRE-750ML,tetley,greek yogurt,soft drink,750 ml,ML,packets,tetley greek yogurt
868.0,RED-ORG-FRO-300ML,red cow,frozen cake,organic,300 ml,ML,packets,red cow frozen cake
869.0,DRP-IMP-MEA-400GM,dr pepper,meat substitute,imported,400 gm,GM,packets,dr pepper meat substitute
870.0,SUN-SPE-VEG-2LB,sunfeast gold,vegan spread,specialty,2 lb,LB,packets,sunfeast gold vegan spread
871.0,SUN-DAI-PEA-500ML,sun orchard,peanut butter,dairy,500 ml,ML,packets,sun orchard peanut butter
872.0,BAR-OIL-OAT-1LTR,barbican,oats,oil,1 ltr,LTR,packets,barbican oats
873.0,HAR-SNA-PRE-100GM,haribo,premium atta,snacks,100 gm,GM,packets,haribo premium atta
874.0,PIL-SPI-CHA-200GM,pillsbury dough,chai latte,spices,200 gm,GM,packets,pillsbury dough chai latte
875.0,STO-BEV-FRE-1KG,stonyfield,fresh cream,beverage,1 kg,KG,packets,stonyfield fresh cream
876.0,SAR-FRO-SOF-6PCS,sargento,soft drink,frozen,6 pcs,PCS,bottles,sargento soft drink
877.0,IDF-CON-PRO-750ML,id fresh,protein shake,condiments,750 ml,ML,packets,id fresh protein shake
878.0,ORG-SAU-CHO-300ML,organic valley,chocolate spread,sauces,300 ml,ML,packs,organic valley chocolate spread
879.0,ANA-CER-WHO-400GM,ananda,whole wheat flour,cereal,400 gm,GM,packets,ananda whole wheat flour
880.0,SEA-PRO-KIW-2LB,seara,kiwi juice,protein,2 lb,LB,bottles,seara kiwi juice
881.0,REA-BAK-ALM-500ML,real thai,almond milk,baking,500 ml,ML,packets,real thai almond milk
882.0,BAR-SOF-SOY-1LTR,barilla,soy milk,soft drink,1 ltr,LTR,packets,barilla soy milk
883.0,BLU-ORG-COC-100GM,blue diamond,coconut cream,organic,100 gm,GM,packets,blue diamond coconut cream
884.0,NAT-IMP-CHI-200GM,nature valley,chicken wings,imported,200 gm,GM,packets,nature valley chicken wings
885.0,FER-SPE-OLI-1KG,ferrero,olive tapenade,specialty,1 kg,KG,packets,ferrero olive tapenade
886.0,NES-DAI-PAS-6PCS,nestlé gold,pasta sauce,dairy,6 pcs,PCS,packets,nestlé gold pasta sauce
887.0,GOD-OIL-RIC-750ML,godiva,rice crackers,oil,750 ml,ML,bags,godiva rice crackers
888.0,LIP-SNA-HAZ-300ML,lipton,hazelnut spread,snacks,300 ml,ML,packets,lipton hazelnut spread
889.0,TWI-SPI-PRE-400GM,twinings,premium tea,spices,400 gm,GM,packets,twinings premium tea
890.0,ORE-BEV-GRE-2LB,oreo mini,green tea,beverage,2 lb,LB,packets,oreo mini green tea
891.0,FAN-FRO-MIN-500ML,fanta,mini biscuits,frozen,500 ml,ML,packs,fanta mini biscuits
892.0,MOU-CON-ORA-1LTR,mountain dew,orange soda,condiments,1 ltr,LTR,packets,mountain dew orange soda
893.0,RED-SAU-ENE-100GM,red bull,energy drink,sauces,100 gm,GM,packets,red bull energy drink
894.0,PIP-CER-GOU-200GM,pipers,gourmet crisps,cereal,200 gm,GM,packets,pipers gourmet crisps
895.0,TIL-PRO-JAS-1KG,tilda,jasmine rice,protein,1 kg,KG,bags,tilda jasmine rice
896.0,HEE-BAK-WHO-6PCS,heera,whole spices,baking,6 pcs,PCS,packets,heera whole spices
897.0,LIN-SOF-DAR-750ML,lindt,dark chocolate,soft drink,750 ml,ML,packs,lindt dark chocolate
898.0,SMU-ORG-FRU-300ML,smucker's,fruit jam,organic,300 ml,ML,jars,smucker's fruit jam
899.0,HEL-IMP-MAY-400GM,hellmann's,mayonnaise,imported,400 gm,GM,packets,hellmann's mayonnaise
900.0,ELP-SPE-TOR-2LB,el paso,tortilla chips,specialty,2 lb,LB,packets,el paso tortilla chips
901.0,SNY-DAI-PRE-500ML,snyder's,pretzel sticks,dairy,500 ml,ML,packets,snyder's pretzel sticks
902.0,TRO-OIL-WHI-1LTR,tropolite,whipping cream,oil,1 ltr,LTR,packets,tropolite whipping cream
903.0,SWE-SNA-SUG-100GM,sweet'n low,sugar substitute,snacks,100 gm,GM,packets,sweet'n low sugar substitute
904.0,BET-SPI-ICI-200GM,bettys,icing sugar,spices,200 gm,GM,packets,bettys icing sugar
905.0,NAN-BEV-PER-1KG,nando's,peri peri sauce,beverage,1 kg,KG,packets,nando's peri peri sauce
906.0,MCC-FRO-COL-6PCS,mccafe,cold brew coffee,frozen,6 pcs,PCS,jars,mccafe cold brew coffee
907.0,FOL-CON-GRE-750ML,folgers,greek yogurt,condiments,750 ml,ML,packets,folgers greek yogurt
908.0,HÄA-SAU-FRO-300ML,häagen-dazs,frozen cake,sauces,300 ml,ML,packets,häagen-dazs frozen cake
909.0,DRO-CER-MEA-400GM,dr. oetker,meat substitute,cereal,400 gm,GM,packets,dr. oetker meat substitute
910.0,PLA-PRO-VEG-2LB,planet oat,vegan spread,protein,2 lb,LB,packets,planet oat vegan spread
911.0,BEY-BAK-PEA-500ML,beyond meat,peanut butter,baking,500 ml,ML,packets,beyond meat peanut butter
912.0,JUS-SOF-OAT-1LTR,just mayo,oats,soft drink,1 ltr,LTR,packets,just mayo oats
913.0,JIF-ORG-PRE-100GM,jif,premium atta,organic,100 gm,GM,packets,jif premium atta
914.0,BOB-IMP-CHA-200GM,bob's red mill,chai latte,imported,200 gm,GM,packets,bob's red mill chai latte
915.0,ANN-SPE-FRE-1KG,annapurna,fresh cream,specialty,1 kg,KG,packets,annapurna fresh cream
916.0,TET-DAI-SOF-6PCS,tetley,soft drink,dairy,6 pcs,PCS,bottles,tetley soft drink
917.0,RED-OIL-PRO-750ML,red cow,protein shake,oil,750 ml,ML,packets,red cow protein shake
918.0,DRP-SNA-CHO-300ML,dr pepper,chocolate spread,snacks,300 ml,ML,packs,dr pepper chocolate spread
919.0,SUN-SPI-WHO-400GM,sunfeast gold,whole wheat flour,spices,400 gm,GM,packets,sunfeast gold whole wheat flour
920.0,SUN-BEV-KIW-2LB,sun orchard,kiwi juice,beverage,2 lb,LB,bottles,sun orchard kiwi juice
921.0,BAR-FRO-ALM-500ML,barbican,almond milk,frozen,500 ml,ML,packets,barbican almond milk
922.0,HAR-CON-SOY-1LTR,haribo,soy milk,condiments,1 ltr,LTR,packets,haribo soy milk
923.0,PIL-SAU-COC-100GM,pillsbury dough,coconut cream,sauces,100 gm,GM,packets,pillsbury dough coconut cream
924.0,STO-CER-CHI-200GM,stonyfield,chicken wings,cereal,200 gm,GM,packets,stonyfield chicken wings
925.0,SAR-PRO-OLI-1KG,sargento,olive tapenade,protein,1 kg,KG,packets,sargento olive tapenade
926.0,IDF-BAK-PAS-6PCS,id fresh,pasta sauce,baking,6 pcs,PCS,packets,id fresh pasta sauce
927.0,ORG-SOF-RIC-750ML,organic valley,rice crackers,soft drink,750 ml,ML,bags,organic valley rice crackers
928.0,ANA-ORG-HAZ-300ML,ananda,hazelnut spread,organic,300 ml,ML,packets,ananda hazelnut spread
929.0,SEA-IMP-PRE-400GM,seara,premium tea,imported,400 gm,GM,packets,seara premium tea
930.0,REA-SPE-GRE-2LB,real thai,green tea,specialty,2 lb,LB,packets,real thai green tea
931.0,BAR-DAI-MIN-500ML,barilla,mini biscuits,dairy,500 ml,ML,packs,barilla mini biscuits
932.0,BLU-OIL-ORA-1LTR,blue diamond,orange soda,oil,1 ltr,LTR,packets,blue diamond orange soda
933.0,NAT-SNA-ENE-100GM,nature valley,energy drink,snacks,100 gm,GM,packets,nature valley energy drink
934.0,FER-SPI-GOU-200GM,ferrero,gourmet crisps,spices,200 gm,GM,packets,ferrero gourmet crisps
935.0,NES-BEV-JAS-1KG,nestlé gold,jasmine rice,beverage,1 kg,KG,bags,nestlé gold jasmine rice
936.0,GOD-FRO-WHO-6PCS,godiva,whole spices,frozen,6 pcs,PCS,packets,godiva whole spices
937.0,LIP-CON-DAR-750ML,lipton,dark chocolate,condiments,750 ml,ML,packs,lipton dark chocolate
938.0,TWI-SAU-FRU-300ML,twinings,fruit jam,sauces,300 ml,ML,jars,twinings fruit jam
939.0,ORE-CER-MAY-400GM,oreo mini,mayonnaise,cereal,400 gm,GM,packets,oreo mini mayonnaise
940.0,FAN-PRO-TOR-2LB,fanta,tortilla chips,protein,2 lb,LB,packets,fanta tortilla chips
941.0,MOU-BAK-PRE-500ML,mountain dew,pretzel sticks,baking,500 ml,ML,packets,mountain dew pretzel sticks
942.0,RED-SOF-WHI-1LTR,red bull,whipping cream,soft drink,1 ltr,LTR,packets,red bull whipping cream
943.0,PIP-ORG-SUG-100GM,pipers,sugar substitute,organic,100 gm,GM,packets,pipers sugar substitute
944.0,TIL-IMP-ICI-200GM,tilda,icing sugar,imported,200 gm,GM,packets,tilda icing sugar
945.0,HEE-SPE-PER-1KG,heera,peri peri sauce,specialty,1 kg,KG,packets,heera peri peri sauce
946.0,LIN-DAI-COL-6PCS,lindt,cold brew coffee,dairy,6 pcs,PCS,jars,lindt cold brew coffee
947.0,SMU-OIL-GRE-750ML,smucker's,greek yogurt,oil,750 ml,ML,packets,smucker's greek yogurt
948.0,HEL-SNA-FRO-300ML,hellmann's,frozen cake,snacks,300 ml,ML,packets,hellmann's frozen cake
949.0,ELP-SPI-MEA-400GM,el paso,meat substitute,spices,400 gm,GM,packets,el paso meat substitute
950.0,SNY-BEV-VEG-2LB,snyder's,vegan spread,beverage,2 lb,LB,packets,snyder's vegan spread
951.0,TRO-FRO-PEA-500ML,tropolite,peanut butter,frozen,500 ml,ML,packets,tropolite peanut butter
952.0,SWE-CON-OAT-1LTR,sweet'n low,oats,condiments,1 ltr,LTR,packets,sweet'n low oats
953.0,BET-SAU-PRE-100GM,bettys,premium atta,sauces,100 gm,GM,packets,bettys premium atta
954.0,NAN-CER-CHA-200GM,nando's,chai latte,cereal,200 gm,GM,packets,nando's chai latte
955.0,MCC-PRO-FRE-1KG,mccafe,fresh cream,protein,1 kg,KG,packets,mccafe fresh cream
956.0,FOL-BAK-SOF-6PCS,folgers,soft drink,baking,6 pcs,PCS,bottles,folgers soft drink
957.0,HÄA-SOF-PRO-750ML,häagen-dazs,protein shake,soft drink,750 ml,ML,packets,häagen-dazs protein shake
958.0,DRO-ORG-CHO-300ML,dr. oetker,chocolate spread,organic,300 ml,ML,packs,dr. oetker chocolate spread
959.0,PLA-IMP-WHO-400GM,planet oat,whole wheat flour,imported,400 gm,GM,packets,planet oat whole wheat flour
960.0,BEY-SPE-KIW-2LB,beyond meat,kiwi juice,specialty,2 lb,LB,bottles,beyond meat kiwi juice
961.0,JUS-DAI-ALM-500ML,just mayo,almond milk,dairy,500 ml,ML,packets,just mayo almond milk
962.0,JIF-OIL-SOY-1LTR,jif,soy milk,oil,1 ltr,LTR,packets,jif soy milk
963.0,BOB-SNA-COC-100GM,bob's red mill,coconut cream,snacks,100 gm,GM,packets,bob's red mill coconut cream
964.0,ANN-SPI-CHI-200GM,annapurna,chicken wings,spices,200 gm,GM,packets,annapurna chicken wings
965.0,TET-BEV-OLI-1KG,tetley,olive tapenade,beverage,1 kg,KG,packets,tetley olive tapenade
966.0,RED-FRO-PAS-6PCS,red cow,pasta sauce,frozen,6 pcs,PCS,packets,red cow pasta sauce
967.0,DRP-CON-RIC-750ML,dr pepper,rice crackers,condiments,750 ml,ML,bags,dr pepper rice crackers
968.0,SUN-SAU-HAZ-300ML,sunfeast gold,hazelnut spread,sauces,300 ml,ML,packets,sunfeast gold hazelnut spread
969.0,SUN-CER-PRE-400GM,sun orchard,premium tea,cereal,400 gm,GM,packets,sun orchard premium tea
970.0,BAR-PRO-GRE-2LB,barbican,green tea,protein,2 lb,LB,packets,barbican green tea
971.0,HAR-BAK-MIN-500ML,haribo,mini biscuits,baking,500 ml,ML,packs,haribo mini biscuits
972.0,PIL-SOF-ORA-1LTR,pillsbury dough,orange soda,soft drink,1 ltr,LTR,packets,pillsbury dough orange soda
973.0,STO-ORG-ENE-100GM,stonyfield,energy drink,organic,100 gm,GM,packets,stonyfield energy drink
974.0,SAR-IMP-GOU-200GM,sargento,gourmet crisps,imported,200 gm,GM,packets,sargento gourmet crisps
975.0,IDF-SPE-JAS-1KG,id fresh,jasmine rice,specialty,1 kg,KG,bags,id fresh jasmine rice
976.0,ORG-DAI-WHO-6PCS,organic valley,whole spices,dairy,6 pcs,PCS,packets,organic valley whole spices
977.0,ANA-OIL-DAR-750ML,ananda,dark chocolate,oil,750 ml,ML,packs,ananda dark chocolate
978.0,SEA-SNA-FRU-300ML,seara,fruit jam,snacks,300 ml,ML,jars,seara fruit jam
979.0,REA-SPI-MAY-400GM,real thai,mayonnaise,spices,400 gm,GM,packets,real thai mayonnaise
980.0,BAR-BEV-TOR-2LB,barilla,tortilla chips,beverage,2 lb,LB,packets,barilla tortilla chips
981.0,BLU-FRO-PRE-500ML,blue diamond,pretzel sticks,frozen,500 ml,ML,packets,blue diamond pretzel sticks
982.0,NAT-CON-WHI-1LTR,nature valley,whipping cream,condiments,1 ltr,LTR,packets,nature valley whipping cream
983.0,FER-SAU-SUG-100GM,ferrero,sugar substitute,sauces,100 gm,GM,packets,ferrero sugar substitute
984.0,NES-CER-ICI-200GM,nestlé gold,icing sugar,cereal,200 gm,GM,packets,nestlé gold icing sugar
985.0,GOD-PRO-PER-1KG,godiva,peri peri sauce,protein,1 kg,KG,packets,godiva peri peri sauce
986.0,LIP-BAK-COL-6PCS,lipton,cold brew coffee,baking,6 pcs,PCS,jars,lipton cold brew coffee
987.0,TWI-SOF-GRE-750ML,twinings,greek yogurt,soft drink,750 ml,ML,packets,twinings greek yogurt
988.0,ORE-ORG-FRO-300ML,oreo mini,frozen cake,organic,300 ml,ML,packets,oreo mini frozen cake
989.0,FAN-IMP-MEA-400GM,fanta,meat substitute,imported,400 gm,GM,packets,fanta meat substitute
990.0,MOU-SPE-VEG-2LB,mountain dew,vegan spread,specialty,2 lb,LB,packets,mountain dew vegan spread
991.0,RED-DAI-PEA-500ML,red bull,peanut butter,dairy,500 ml,ML,packets,red bull peanut butter
992.0,PIP-OIL-OAT-1LTR,pipers,oats,oil,1 ltr,LTR,packets,pipers oats
993.0,TIL-SNA-PRE-100GM,tilda,premium atta,snacks,100 gm,GM,packets,tilda premium atta
994.0,HEE-SPI-CHA-200GM,heera,chai latte,spices,200 gm,GM,packets,heera chai latte
995.0,LIN-BEV-FRE-1KG,lindt,fresh cream,beverage,1 kg,KG,packets,lindt fresh cream
996.0,SMU-FRO-SOF-6PCS,smucker's,soft drink,frozen,6 pcs,PCS,bottles,smucker's soft drink
997.0,HEL-CON-PRO-750ML,hellmann's,protein shake,condiments,750 ml,ML,packets,hellmann's protein shake
998.0,ELP-SAU-CHO-300ML,el paso,chocolate spread,sauces,300 ml,ML,packs,el paso chocolate spread
999.0,SNY-CER-WHO-400GM,snyder's,whole wheat flour,cereal,400 gm,GM,packets,snyder's whole wheat flour
1000.0,TRO-PRO-KIW-2LB,tropolite,kiwi juice,protein,2 lb,LB,bottles,tropolite kiwi juice
1001.0,SWE-BAK-ALM-500ML,sweet'n low,almond milk,baking,500 ml,ML,packets,sweet'n low almond milk
1002.0,BET-SOF-SOY-1LTR,bettys,soy milk,soft drink,1 ltr,LTR,packets,bettys soy milk
1003.0,NAN-ORG-COC-100GM,nando's,coconut cream,organic,100 gm,GM,packets,nando's coconut cream
1004.0,MCC-IMP-CHI-200GM,mccafe,chicken wings,imported,200 gm,GM,packets,mccafe chicken wings
1005.0,FOL-SPE-OLI-1KG,folgers,olive tapenade,specialty,1 kg,KG,packets,folgers olive tapenade
1006.0,HÄA-DAI-PAS-6PCS,häagen-dazs,pasta sauce,dairy,6 pcs,PCS,packets,häagen-dazs pasta sauce
1007.0,DRO-OIL-RIC-750ML,dr. oetker,rice crackers,oil,750 ml,ML,bags,dr. oetker rice crackers
1008.0,PLA-SNA-HAZ-300ML,planet oat,hazelnut spread,snacks,300 ml,ML,packets,planet oat hazelnut spread
1009.0,BEY-SPI-PRE-400GM,beyond meat,premium tea,spices,400 gm,GM,packets,beyond meat premium tea
